#URL https://www.youtube.com/playlist?list=PLta2gH1s4UVTHEtB5KyebNXmzxocbEiZ2
mXzzjhFQfDE|2507|20220925|Kako naći klijente u UK, otkriva Infinum | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
NQkV11alwu0|2778|20220925|Vodič kroz PR i medije za startupe, IT profesionalce i poduzetnike | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
TKshuseNoe4|2223|20220925|Marko Matijević: Kako pokrenuti nezavisni medij u Hrvatskoj | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
YxW-3Bnk8yc|3364|20220925|Što je Web3, a što je metaverse? Ne, nije Facebook! (Bruno Škvorc, Luka Sučić) | #NETOKRAC|Netokracija Hrvatska|Netokracija
FY5T8_81Y-4|2574|20220925|Notion, Remarkable ili Evernote? Što koristiti za bilješke u 2021 | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
4kIQr7qyEFA|2500|20220925|Slavimo 100. epizodu i otkrivamo kako radimo podcast | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
E_5dxkzx2QE|NA|NA|NA|Netokracija Hrvatska|NA
PYQkK7XXSUU|1518|20220925|EU fondovi za IT tvrtke od 2022. do 2029. pa i za web3! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
dYSvXK7enCE|2748|20220925|Marko Mišulić o SaaS startupima i Infinumovoj investiciji | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
pV1uI9p7Nig|2936|20220925|Kako je exit bugarskog ‘Infobipa’ razvio startup scenu (ft. Eleven Ventures) | #NETOKRACIJ|Netokracija Hrvatska|Netokracija
47l9IbY3gHk|3048|20220925|Twitter vodič za IT i digitalne profesionalce | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
IB427hP5hAM|2713|20220925|Viktor Marohnić i Perica Levatić o 57 hours, 2 milijuna investicije i YouTubeu | #NETOKRAC|Netokracija Hrvatska|Netokracija
vcJhDn91pJw|2689|20220925|Marko Velić: Engineering management u Photomathu i Facebooku | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
VHG_bo_j-l8|2874|20220925|Disney+ i HBO Max u Hrvatskoj, a mi se vraćamo piratstvu? | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
ZE5fh1TKizw|2093|20210925|Od Katice za backend do specijalistice za Ruby | Ladies of New Business|Netokracija Hrvatska|Netokracija
mFybOf4XYvU|2589|20220925|Osobne financije: Kako smo sve naučili na internetu? | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
uWmbOknacSI|3434|20220925|PRAVNIK savjetuje: Koji su najvažniji UGOVORI za STARTUPE? | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
dYo784CoIJA|2344|20220925|Kako zaposliti developera-gamera? Pokrenite esport tim! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
H8HM9M4K-7k|3122|20220925|Što i kako radi CM za GLOBALNI TWITTER feat. Filip Petković, SofaScore | #NETOKRACIJAPODCA|Netokracija Hrvatska|Netokracija
JdobA68RVNY|3054|20220925|Tomislav Car iskreno o 17 godina vođenja Infinuma pa Productivea! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
tl7DCzRjjCA|3120|20220925|Kako pokrenuti web3 karijeru u doba kriptovaluta | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
GR_Zw4qw4fI|3168|20220925|Developer marketing za developere, ali i marketingaše - uz Tenderly | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
YHuulwt08FI|2674|20220925|Product management u Hrvatskoj je na početku ft. Zoran Božičević | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
-_rTVeiCuOA|2473|20220925|Kako povećati prodaju web shopa SMS podsjetnicima | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
kfdG0jSyBRg|3257|20220925|Kako potaknuti developere da pišu blog | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
u06vroXMyPk|2537|20220925|Kako se nakon 30-e prebaciti u programiranje | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
g1D7h5rJbnE|1739|20230925|Pokrenuo je startup, a uspješno 'exitao' agenciju! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
2qKXs2lpN6s|1514|20230925|YouTube savjeti za developere i geekove | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
DjY0P8kjYxw|1356|20230925|Kako je biti najmlađi predavač na Shiftu i WeAreDevelopers (Toma Puljak) | #NETOKRACIJAPOD|Netokracija Hrvatska|Netokracija
fIPuETrpd-4|1394|20230925|Zašto hrvatski startupi rade u tajnosti?! (Luka Sučić) | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
uve-bLqCvUc|1785|20230925|Najbolja studentska (tech) konferencija u Hrvatskoj! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
74NvQQ1mAEY|1732|20230925|Kako složiti najbolju SMS marketing kampanju (uz 100 eura kredita!)  | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
1_KsfKAK8hw|23|20230925|Je li IBB-ov Twitter profil - parodija?|Netokracija Hrvatska|Netokracija
jxZGRcMFqzA|1778|20230925|Savjeti za početak IT karijere u 2023. | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
tSOMR-53kAU|1750|20230925|Prvih sto dana nove "vlade" u Netokraciji | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
r2HkjCguF3o|1327|20230925|Ima li mjesta emocijama u poslovanju? | #LADIESZG|Netokracija Hrvatska|Netokracija
8jchuvfr9AI|1666|20230925|Koja je uloga voditelja u procesu mentoriranja? | #LADIESZG|Netokracija Hrvatska|Netokracija
zDFkjbfYAH4|2304|20230925|Kako izgleda razvoj karijere Enigneering Managera | #LADIESZG|Netokracija Hrvatska|Netokracija
lB_NT6yRoOA|4021|20230925|Biti inženjer(ka) ili menadžer(ica)? | #LADIESZG|Netokracija Hrvatska|Netokracija
U4FXhYZUWV8|1892|20230925|Kako pripremiti tehnološku tvrtku za sljedeću krizu | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
D0Idmg6irTA|2597|20230925|Sjećate li se ovih društvenih mreža iz 2013.? | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
boCtybHvtVM|57|20230925|Ovako su izgledale tehnološke vijesti 2013. | #SHORTS|Netokracija Hrvatska|Netokracija
u5sxqykkeJU|2111|20230925|Investitor otkriva najveći problem domaćih startupa | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
wOrZNcYsZ4U|2015|20230925|Zašto trebate pisati usprkos AI-ju koji će pisati umjesto vas? | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
bKHOYGfsuKI|2249|20230925|Govorite li "tiktokski"? Što znači based, bussin, no cap, drip, rizz..? | #NETOKRACIJAPODC|Netokracija Hrvatska|Netokracija
zY_rVR9zNv4|2046|20230925|Twitter je mrtav? Živio Muskov Twitter! | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
IkqJvsJurvY|2009|20230925|Developeri su vaša publika? Evo što čitaju i što ih zanima | #NETOKRACIJAPODCAST|Netokracija Hrvatska|Netokracija
cq-eq4JExX4|3058|20240925|Guglanje izgubilo svrhu, a javne ustanove naše podatke | #NETOKRACIJAPODCAST SO4EP32|Netokracija Hrvatska|Netokracija
XhrBqVthCY0|2625|20250925|Youtube algoritam ima predrasude? | S5.EP3|Netokracija Hrvatska|Netokracija
