#URL https://www.youtube.com/@explorahrt/videos
YM79M2d5dCw|3184|20260923|Explora 22.09.2026. Propitivanje granica|Explora | HRT - Videos|NA
gTOy2vjM56s|3199|20260916|Explora 15.09.2026. Penali u pisoaru|Explora | HRT - Videos|NA
IcIv0xOJRoc|3060|20260911|Explora 08.09.2026. Novi početak|Explora | HRT - Videos|NA
kPDQfhwGRm0|3202|20260625|Explora 16.06.2026. Rasplet|Explora | HRT - Videos|NA
kXw4JaV626U|3072|20260625|Explora 09.06.2026. Modifikacija embrija|Explora | HRT - Videos|NA
GCEAS3rOi-Y|3041|20260625|Explora 02.06.2026. New Glenn Boom|Explora | HRT - Videos|NA
8q4_l8tW_fk|3115|20260625|Explora 26.05.2026. Svemirska farma|Explora | HRT - Videos|NA
qhSG10qUhZ8|3097|20260525|Explora 19.05.2026. Sintetska biologija|Explora | HRT - Videos|NA
uBP0ViFrrfc|3149|20260525|Explora 12.05.2026. Ljudskost i strojnost|Explora | HRT - Videos|NA
YI3ZjO9PHaU|3036|20260525|Explora 05.05.2026. Velika oklada|Explora | HRT - Videos|NA
rjeckM2eEpg|3126|20260525|Explora 28.04.2026. 2001: Odiseja u svemiru|Explora | HRT - Videos|NA
ZOY3SVHna7o|3255|20260425|Explora 21.04.2026. Govor, pismo i majmuni|Explora | HRT - Videos|NA
7jbAB4tggCc|3064|20260425|Explora 14.04.2026. Gdje je istina|Explora | HRT - Videos|NA
O_Iu4g9mr6E|3097|20260425|Explora 07.04.2026. Artemis 2|Explora | HRT - Videos|NA
O1k0ZuvbtU0|3079|20260425|Explora 31.03.2026. Svijetla budućnost|Explora | HRT - Videos|NA
sarOBMIgLxQ|3117|20260325|Explora 24.03.2026. Mala nuke bomba|Explora | HRT - Videos|NA
V9sPQnWZk40|2825|20260325|Explora 17.03.2026. Priznanje pogreške|Explora | HRT - Videos|NA
BgbNQCG4eeY|3150|20260325|Explora 10.03.2026. Put na Mjesec|Explora | HRT - Videos|NA
NcDbTDr8-cs|3029|20260325|Explora 03.03.2026. the Rat|Explora | HRT - Videos|NA
6UnDX6i24tc|3199|20260225|Explora 24.02.2026. Među nama su|Explora | HRT - Videos|NA
HMF6FLOWAw4|3115|20260225|Explora 17.02.2026. Supervulkani|Explora | HRT - Videos|NA
GdLxj4j2VaY|3025|20260225|Explora 10.02.2026. Muški skokovi|Explora | HRT - Videos|NA
U_xRqzcB7CQ|3107|20260225|Explora 03.02.2026. Epstein|Explora | HRT - Videos|NA
w0ZQ-Ae52hQ|3261|20260225|Explora 27.01.2026. Prvi i Drugi amandman|Explora | HRT - Videos|NA
un33pyYDNEk|3129|20260125|Explora 20.01.2026. Opasne igračke|Explora | HRT - Videos|NA
dvDJCakw2Nk|3089|20260125|Explora 13.01.2026. Starlink, Starlink amo|Explora | HRT - Videos|NA
9duRx3fM104|3076|20260125|Explora 06.01.2026. Uspon na Mount Rushmore|Explora | HRT - Videos|NA
qATgnwIyJuY|3206|20260125|Explora 30.12.2025. Djeca iz kataloga|Explora | HRT - Videos|NA
FBTM74YZv18|3171|20251225|Explora 23.12.2025. Povratak u budućnost|Explora | HRT - Videos|NA
nmlcHNp3Ju0|3135|20251225|Explora 16.12.2025. Pisma i pirotehnika|Explora | HRT - Videos|NA
jGL2m8c_Mw8|3175|20251225|Explora 09.12.2025. Tetoviranje šteti|Explora | HRT - Videos|NA
KOW8k5kHMi8|3144|20251225|Explora 02.12.2025. Munje na Marsu|Explora | HRT - Videos|NA
b9Sk3TD0lnA|3141|20251225|Explora 25.11.2025. Struja iz svega|Explora | HRT - Videos|NA
ClZakpPMjOA|3202|20251125|Explora 18.11.2025. Paralelni život na Zemlji|Explora | HRT - Videos|NA
-MVZgRO56NA|3073|20251125|Explora 11.11.2025. Eugenika|Explora | HRT - Videos|NA
1PespM69FAQ|2947|20251125|Explora 04.11.2025. Kundalini|Explora | HRT - Videos|NA
m7tBXtR5H7o|3110|20251125|Explora 28.10.2025. Razgovor s mrtvima|Explora | HRT - Videos|NA
YqSE5SNao5M|3077|20251025|Explora 21.10.2025.Velika pljačka vlaka|Explora | HRT - Videos|NA
iUkexnUifig|3180|20251025|Explora 14.10.2025. Dvije crne rupe|Explora | HRT - Videos|NA
9j463_55v18|3087|20251025|Explora 07.10.2025. Oružje sudnjega dana|Explora | HRT - Videos|NA
7oq2J0-aUXE|3123|20251025|Explora 30.09.2025. 888=996|Explora | HRT - Videos|NA
0mqWtlEDJUY|3165|20250925|Explora 23.09.2025. Nuklearna elektrana Plomin|Explora | HRT - Videos|NA
Sno6YHa61g0|3166|20250925|Explora 16.09.2025. 30-06 Springfield|Explora | HRT - Videos|NA
3fZO05QKqiE|2987|20250925|Explora 17.06.2025. Zelena trava doma moga|Explora | HRT - Videos|NA
w74cZH8v588|3248|20250925|Explora 10.06.2025. Dobra priča|Explora | HRT - Videos|NA
Q-P3xC-Hl_o|3132|20250925|Explora 03.06.2025. Gaza|Explora | HRT - Videos|NA
L2J3PvPiH-I|3173|20250925|Explora 27.05.2025. Taikonauti|Explora | HRT - Videos|NA
9SRhqnk6CHg|3163|20250925|Explora 20.05.2025. Tajanstveni željezni stup u Indiji|Explora | HRT - Videos|NA
7lBkkP_Cxyc|3081|20250925|Explora 13.05.2025. Dolaze Ivezić i Jurić|Explora | HRT - Videos|NA
0eVkfrJmUAI|3034|20250925|Explora 06.05.2025. Iberski energetski kolaps|Explora | HRT - Videos|NA
3E49mywPfes|3045|20250925|Explora 29.04.2025. Nuklearna iznad nas|Explora | HRT - Videos|NA
0EbcYIbp6tM|3170|20250925|Explora 22.04.2025. Celebrity lete u nebo|Explora | HRT - Videos|NA
Yp6ule3RK5M|3128|20250925|Explora 15.04.2025. Darovi s neba|Explora | HRT - Videos|NA
GX4KEt57rPo|3115|20250925|Explora 01.04.2025. Priča o Marsovcima|Explora | HRT - Videos|NA
