RTL;;UCgOfDWsxLe3B8hUdPKx6S7A;;https://www.youtube.com/channel/UCgOfDWsxLe3B8hUdPKx6S7A;;90;;Viralna bruka: Ana Brnabić pokazala engleski za anale, internet se valja od smij;;diaspora
AmiG Show;;UCX3nwNDoPxo7ZBHjkk1WLGA;;https://www.youtube.com/channel/UCX3nwNDoPxo7ZBHjkk1WLGA;;37;;Tanja Savić napustila emisiju (Ami G Show S14);;diaspora
MixMaker 081;;UCYGHa2DKeD6sabOX8Vr_g7A;;https://www.youtube.com/channel/UCYGHa2DKeD6sabOX8Vr_g7A;;6250;;Život na Novom Zelandu - gost Jovan Čavor  |  MM081 Podcast  |  S1E1;;diaspora
Ad Deum Podcast;;UCnekAGEPTcDzgkRiODg6sJA;;https://www.youtube.com/channel/UCnekAGEPTcDzgkRiODg6sJA;;6225;;Osobna borba mora proći kroz zabludu - Fra Dragan Bolčić | Ad Deum Podcast;;diaspora
Gavrilo Nikolic;;UCNSHgpvBEJNIeBoWk9d5v2Q;;https://www.youtube.com/channel/UCNSHgpvBEJNIeBoWk9d5v2Q;;3581;;Epizoda 101 - Upoznajte Vladimira Bojovica i nasu dijasporu na Novom Zelandu;;diaspora
Hrvatska radiotelevizija;;UCweBO4bfRZgu33OMPYlehlg;;https://www.youtube.com/channel/UCweBO4bfRZgu33OMPYlehlg;;1674;;Marko Šapit & Valentina Miletić: Ususret Svjetskom prvenstvu;;diaspora
Hrvatsko društvo skladatelja / HDS ZAMP;;UCLVfQsUeJGkpYbzBYxJp7zw;;https://www.youtube.com/channel/UCLVfQsUeJGkpYbzBYxJp7zw;;774;;TJEDAN AUTORA: Mladen Grdović;;diaspora
NOVA S;;UCloa3CgQMtGSeqjLkpQlEFg;;https://www.youtube.com/channel/UCloa3CgQMtGSeqjLkpQlEFg;;659;;Zagrepčanka u Beogradu: Kad nemaju da mi vrate kusur kažu - nema veze, donećeš!;;diaspora
Luka Funduk;;UCEwqFh_A9MC6cV97_XFdngg;;https://www.youtube.com/channel/UCEwqFh_A9MC6cV97_XFdngg;;1235;;Vlog 024 - Imigracija i vize za Ameriku sa advokatom Rastkom Jakovljevicem;;diaspora
RTL;;UCgOfDWsxLe3B8hUdPKx6S7A;;https://www.youtube.com/channel/UCgOfDWsxLe3B8hUdPKx6S7A;;359;;Bosanci cijelu noć slavili povijesnu pobjedu: 'To su ljudi koji igraju s dušem i;;diaspora
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;276;;Doček Božića u Kanadi: Sve podsjeća na djetinstvo u Sarajevu;;diaspora
Telegram.hr;;UCV_gCZEP2ikrjZVTRulR7sw;;https://www.youtube.com/channel/UCV_gCZEP2ikrjZVTRulR7sw;;1559;;Trump bizarnim potezom ponizio cijelo Svjetsko prvenstvo;;diaspora
Dadologija;;UCaBqhnQM3v-YwRpKYZ2d-xg;;https://www.youtube.com/channel/UCaBqhnQM3v-YwRpKYZ2d-xg;;1443;;DADOLOGIJA u ZG pričama: JASENKO HOURA - Heroj Ulice;;diaspora
Maris - Nekretnine ;;UC9C9yQFwrMx7nRI-ADdN_3g;;https://www.youtube.com/channel/UC9C9yQFwrMx7nRI-ADdN_3g;;3883;;🔵 TRŽIŠTE NEKRETNINA U ISTRI | Cijene, aukcije, ekskluzivno zastupanje i stvarno;;diaspora
My Australian Home;;UC-RvMc_DCjP4NS_3CYDUUxw;;https://www.youtube.com/channel/UC-RvMc_DCjP4NS_3CYDUUxw;;1248;;TIPIČNE KUĆE U AUSTRALIJI | Kako izgledaju ulice i tipične kuće u Australiji - M;;diaspora
