K1 Televizija;;UCsTJunBwH5dM7yXCgAh3CQQ;;https://www.youtube.com/channel/UCsTJunBwH5dM7yXCgAh3CQQ;;5086;;Ko je Ivica Todorić? I Intervju Jovane Joksimović sa bivšim vlasnikom kompanije ;;guest
Al Jazeera Balkans;;UC_yXEx3-Gk5drg9qhPzSQSg;;https://www.youtube.com/channel/UC_yXEx3-Gk5drg9qhPzSQSg;;220;;Uspon i pad Ivice Todorića;;guest
Ivica Todorić;;UCwuqSkx1uwt_OU-Q7I8_iSg;;https://www.youtube.com/channel/UCwuqSkx1uwt_OU-Q7I8_iSg;;3477;;Intervju Ivice Todorića na N1 TNT, 1. DIO (O Agrokoru, IPO-u u Londonu, dobavlja;;guest
Iva Kraljevic;;UCT6Sx8T7walJ0dpOgqHllkw;;https://www.youtube.com/channel/UCT6Sx8T7walJ0dpOgqHllkw;;9686;;Tko je Iva iza kamere: počeci, gosti, kritike i lekcije // Marin Periš;;guest
Večernji TV;;UCPFfi389DTy-cI9BzM7bLTQ;;https://www.youtube.com/channel/UCPFfi389DTy-cI9BzM7bLTQ;;3863;;Iva Todorić o životu u Kulmerovim dvorima: Djeca su mi odrasla sa zlatnom žlicom;;guest
FraAlmir Spahić;;UCgEv78qGIdi6cK9p9prRlRg;;https://www.youtube.com/channel/UCgEv78qGIdi6cK9p9prRlRg;;35;;Goran Bare o Azri i EKV-u;;guest
Ivica Todorić;;UCwuqSkx1uwt_OU-Q7I8_iSg;;https://www.youtube.com/channel/UCwuqSkx1uwt_OU-Q7I8_iSg;;362;;Krunislav Olujić o utjecaju politike na neovisnost pravosuđa u RH;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;374;;Sulejman Tabaković - "Todorić gleda Podcast Inkubator! Zvao me je";;guest
Nije sve tako crno;;UCK4rs2BfgPBY7m_5eyJIsUw;;https://www.youtube.com/channel/UCK4rs2BfgPBY7m_5eyJIsUw;;4639;;Ilko Ćimić i Hamed Bangoura [Nije sve tako crno #7];;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;447;;David Skoko otkrio što jede - "U jednom trenutku sam napucao 100 kg!";;guest
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;173;;Pad Todorića i Agrokora;;guest
Nikolino;;UC8gMcvtxczaFITypei4_ZzQ;;https://www.youtube.com/channel/UC8gMcvtxczaFITypei4_ZzQ;;3684;;Nedjeljom u 2 Mislav Kolakušić o Lex Todorić i Rajko Dondur o pljački Vindije 09;;guest
Večernji TV;;UCPFfi389DTy-cI9BzM7bLTQ;;https://www.youtube.com/channel/UCPFfi389DTy-cI9BzM7bLTQ;;3611;;Todorić: Žrtva sam zavjere, a dvorac je jedino što imam. Četiri obitelji žive u ;;guest
Projekt Velebit;;UC2yHIvdfB8iKorhc3eRBjHw;;https://www.youtube.com/channel/UC2yHIvdfB8iKorhc3eRBjHw;;5600;;PODCAST VELEBIT – Hodak: Suprotnosti Budnice i Bujice Škori uopće ne mogu škodit;;guest
Ivan Kosogor Podcast;;UCTIZt55P0jf8ve4AwPgtbkQ;;https://www.youtube.com/channel/UCTIZt55P0jf8ve4AwPgtbkQ;;6925;;Znaš li koji je tvoj problem: redefiniši sebe i svoj život! — Srđan Zirojević | ;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;5592;;Podcast Inkubator #54 - Dea Redžić i Ilko Ćimić;;guest
DubrovnikTVnet Dubrovnik;;UCYOiUr0aIrrln8eKdvHilKg;;https://www.youtube.com/channel/UCYOiUr0aIrrln8eKdvHilKg;;41;;dubrovniktv.net - Iva Todorić Balent nosi torbu od 75 000 kuna;;guest
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;191;;Najteža sedmica za Agrokor i Ivicu Todorića;;guest
Ivica Todorić;;UCwuqSkx1uwt_OU-Q7I8_iSg;;https://www.youtube.com/channel/UCwuqSkx1uwt_OU-Q7I8_iSg;;342;;Ključna strateška industrija Republike Hrvatske predana je lešinarima i ruskim b;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;628;;Podcast Inkubator #401 Q&A 202 - Neno Belan;;guest
MOJ PUT - Život, ljudi i događaji...;;UCkEL1VkoOtEMRPL6aqsqseA;;https://www.youtube.com/channel/UCkEL1VkoOtEMRPL6aqsqseA;;5964;;INTERVJU: Brut - Ulica je odnela mnoge, promašaji lako odvuku mlade na put bez p;;guest
Netokracija;;UCrolbzqlzSeLTH624wKbtLQ;;https://www.youtube.com/channel/UCrolbzqlzSeLTH624wKbtLQ;;3753;;Osnivanje startapa i akvizicija iz ugla advokata | Office Talks Podcast EP81;;guest
Projekt Velebit;;UC2yHIvdfB8iKorhc3eRBjHw;;https://www.youtube.com/channel/UC2yHIvdfB8iKorhc3eRBjHw;;4873;;PODCAST VELEBIT – Tomasović; Mislio sam da je Milanović pametniji i da će presta;;guest
Nebitno O Bitnom;;UC-I_Bnsk4Zc6cXoP9LtM5Iw;;https://www.youtube.com/channel/UC-I_Bnsk4Zc6cXoP9LtM5Iw;;4760;;#034 - Lovro Vujnovac: drvodjelstvo, izrada gitara, poduzetništvo;;guest
NOVA S;;UCloa3CgQMtGSeqjLkpQlEFg;;https://www.youtube.com/channel/UCloa3CgQMtGSeqjLkpQlEFg;;2242;;Podcast Snaga uma: Igor Todorović - Nije autentičnost biti nenormalan;;guest
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;183;;Todorić iz Londona - Tek ćete me čuti;;guest
PIXSELL;;UC44SlWK3qzMRywFlpGt5dmQ;;https://www.youtube.com/channel/UC44SlWK3qzMRywFlpGt5dmQ;;200;;Todorić: "Želim biti premijer. Zdravko Marić mi neće biti ministar";;guest
N1;;UCpglal7d5mhV4lA1b3-DsCw;;https://www.youtube.com/channel/UCpglal7d5mhV4lA1b3-DsCw;;1900;;Ivica Todorić: Kad se u Hrvatskoj uspostavi vladavina prava, ja ću povući tužbu;;guest
Josip Arambasic;;UC0YoawGLPZSHwusCnW9-jBg;;https://www.youtube.com/channel/UC0YoawGLPZSHwusCnW9-jBg;;7;;Ivica Todoric Izbornik DENA parodija GitakTV;;guest
HYPE TV;;UC-A5E7RiRLFuS31ZDw_8xmA;;https://www.youtube.com/channel/UC-A5E7RiRLFuS31ZDw_8xmA;;5084;;"Nemam nikoga, valjda će se neko setiti da me sahrani!" Dr Iggy "Šta će mi ovaka;;guest
Netokracija;;UCrolbzqlzSeLTH624wKbtLQ;;https://www.youtube.com/channel/UCrolbzqlzSeLTH624wKbtLQ;;2193;;$350.000 investicije za domaći Joberty | Office Talks Podcast EP65;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;3895;;Podcast Inkubator #440 Q&A 238 -  Robert Valdec;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;241;;Ibanez o Juilanu Alvarezu i mržnji Boce i Rivera;;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;361;;David Skoko - "Moram reći istinu! Chef kuhinje ne mora biti najbolji kuhar!";;guest
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;2629;;Podcast Inkubator #597 Q&A 385 - Sulejman Tabaković;;guest
Prime Time;;UCYBXVTm91Xh5wvgeCQXx-Cw;;https://www.youtube.com/channel/UCYBXVTm91Xh5wvgeCQXx-Cw;;466;;Todorić i muha | intervju | Prime Time shorts;;guest
Tampon zona;;UCQQF3fhOJ-19hKrBFJIzw_A;;https://www.youtube.com/channel/UCQQF3fhOJ-19hKrBFJIzw_A;;5015;;Sofija Todorović: Biti braniteljka ljudskih prava u Srbiji  | Tampon zona epizod;;guest
CROPIX;;UCNChNNAQbw11tRkUgZaV_Og;;https://www.youtube.com/channel/UCNChNNAQbw11tRkUgZaV_Og;;28;;Počelo optužno vijeće u slučaju Agrokor, optuženi Ivica Todorić i drugi;;guest
Ana Radišić;;UCWQ_xqdopuTl2jElP5jVnTQ;;https://www.youtube.com/channel/UCWQ_xqdopuTl2jElP5jVnTQ;;235;;Iva Radić: "Nisam znala kako ću to izvesti, ali imala sam viziju!"I Ana Radišić ;;guest
YanTodor;;UCvFnB9iD6WBXf8RAkAUDkxQ;;https://www.youtube.com/channel/UCvFnB9iD6WBXf8RAkAUDkxQ;;2951;;YanTodor Podcast #01 - Kako nastaje logo?;;guest
