Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;260;;Tko je u prednosti po ELO simulaciji ? Hajduk ili Dinamo;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;10946;;Kako je Dinamo slavio na Poljudu? Detaljna analiza derbija;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;5256;;Imamo dva kluba u Europi!;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;17329;;Rijeka potopila Hajduk ! Neumorni Beljo! HNL Suci ? Gost :DAVORIN OLIVARI !;;sport-football
Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;388;;Hajduk - Dinamo - analiza utakmice;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;8941;;Odlučujuće utakmice sezone, 34. kolo HNL-a i osvrt na polufinala Lige prvaka;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;11827;;🔥 RIJEKA 🆚 HAJDUK | JADRANSKI DERBI🔴 analiza ☄️ GOST: PETER LERANT‼️  | ČAKULE P;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;10831;;Potop Dinama i Hajdukov uspon: Analiza 7. kola SHNL-a | Gost: Mario;;sport-football
Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;327;;Osvrt na suđenje derbija HAJDUK - DINAMO;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;1226;;Utakmica tjedna #7 | Hajduk - Dinamo;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;6810;;Hajduk - Dinamo, 27. kolo HNL-a, Vinicius Junior uz osvrt na Ligu prvaka;;sport-football
