Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;9046;;Dinamo & Hajduk u Europi, porazi favorita u 4. kolu HNL-a i Marin Ljubičić u LAS;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;900;;Hajduk - Dinamo | Utakmica tjedna #25;;sport-football
Puba77;;UCxHPp2RH_zf0sGqkVE3QNdA;;https://www.youtube.com/channel/UCxHPp2RH_zf0sGqkVE3QNdA;;9201;;Analiza utakmice sa zidića: Hajduk -Slaven Belupo 1:0;;sport-football
Podcast 8_24;;UCmnvmFyshLFSrRMDAhKkgHw;;https://www.youtube.com/channel/UCmnvmFyshLFSrRMDAhKkgHw;;17376;;Dinamo - Hajduk 1:1 / Astrologija #169;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;4576;;Pobjede hrvatskih klubova;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;6956;;Superkup derbi Dinamo - Hajduk, najava sezone HNL-a;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;5647;;DINAMO PROSUO POBJEDU! Što čeka Hajduk i Rijeku u paklu Europe?!;;sport-football
Muchacho Channel;;UCCzNYv2OcSywH-9a51FdjKA;;https://www.youtube.com/channel/UCCzNYv2OcSywH-9a51FdjKA;;13346;;HAJDUK vs DINAMO 1:3 (Live) Pukštas 28' : Zajc 7' Vidović 11' Bakrar 38';;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;20436;;DINAMO U PROBLEMU: Rijeka i Hajduk gaze, tko zaustavlja favorite? Kraljica Hajdu;;sport-football
Podcast 8_24;;UCmnvmFyshLFSrRMDAhKkgHw;;https://www.youtube.com/channel/UCmnvmFyshLFSrRMDAhKkgHw;;9802;;Dinamo Hajduk 1:2 / Dvajsčetvorka #46 / Podcast 8 24;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;7396;;Dinamo - Bodø, Hajduk - Villarreal, HNL;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;11565;;HNL ponedjeljak (doslovno);;sport-football
Super7;;UC6ZlZrsPw_RnEc17U5kP8KA;;https://www.youtube.com/channel/UC6ZlZrsPw_RnEc17U5kP8KA;;3859;;Kako i zašto je Dinamo izdominirao Hajduk na Maksimiru? | Super7 podcast #6;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;13520;;🔴LIVE :Zoki Talijan ,DD 1na1❗ Najava: Dinamo-H. Be'er Sheva ! Rijeka - Vrbovec !;;sport-football
Ofenziva - Sportski podcast;;UCSCgxugLpe8NwS3Vw5zRhkQ;;https://www.youtube.com/channel/UCSCgxugLpe8NwS3Vw5zRhkQ;;7350;;Ofenziva na HNL - 25. kolo - Dinamo slomio Hajduk;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;7550;;Dvostruki HNL, Hajduk - Dinamo, City - Arsenal;;sport-football
HŽV Siempre;;UCL8IZuMhZG0Olk9BaRZVzwA;;https://www.youtube.com/channel/UCL8IZuMhZG0Olk9BaRZVzwA;;11400;;NIKAD STRUČNIJA NAVIJAČKA ANALIZA UTAKMICE; 6.kolo SHNL-a; RUDEŠ - HAJDUK;;sport-football
12. IGRAČ;;UCM1JkPEF4Jc8GccDdY5XI9w;;https://www.youtube.com/channel/UCM1JkPEF4Jc8GccDdY5XI9w;;8904;;HNK HAJDUK 0-0 GNK DINAMO🔴 VELIKI DERBI NA PUNOM POLJUDU🔴 REAKCIJA I ANALIZA;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;8405;;Život nakon Europe;;sport-football
Tribina;;UCjTiZ9ebMJumhPMsciuevxg;;https://www.youtube.com/channel/UCjTiZ9ebMJumhPMsciuevxg;;8218;;Hajduk pobijedio u derbiju, otkaz Tomasu, Slaven Belupo;;sport-football
Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;254;;Igrači HNL-a koji bi bili pojačanje za Dinamo i Hajduk!;;sport-football
Čakule podcast;;UCCyxmSCOAGj4-raDi_JnBAw;;https://www.youtube.com/channel/UCCyxmSCOAGj4-raDi_JnBAw;;7679;;Dinamo"gazi"!Hajduk gazi! Rijeka vreba iz sjene? Gost:Trener Alen Vukobrad! Anal;;sport-football
Denis Podcast;;UCUJYL8cIs-XoNpTH8Tdb-Ww;;https://www.youtube.com/channel/UCUJYL8cIs-XoNpTH8Tdb-Ww;;4273;;"HNL ANALIZA 29.KOLA :"Sopić eliminirao sterilni Hajduk, slijedi bitka u dvoje!";;sport-football
Loptar;;UCkCaKvPqkFihbCtZsjXsRdg;;https://www.youtube.com/channel/UCkCaKvPqkFihbCtZsjXsRdg;;837;;HAJDUK POBJEDIO DINAMO | Derbi pun grešaka | Analiza;;sport-football
Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;1308;;Neke teorije o Hajduku nemaju veze sa mozgom -  Hajduk protiv Varaždina analiza;;sport-football
Tribina clips & shorts;;UCdJw83Imk-Xk_Xpx-5Cl-sA;;https://www.youtube.com/channel/UCdJw83Imk-Xk_Xpx-5Cl-sA;;765;;Komentar na suđenje u derbiju Hajduk - Dinamo;;sport-football
Muchacho Channel;;UCCzNYv2OcSywH-9a51FdjKA;;https://www.youtube.com/channel/UCCzNYv2OcSywH-9a51FdjKA;;1007;;Gonzalo Garcia mora otići? Dinamo Hajduk 2:0 | Muchacho monolog 252;;sport-football
Ofenziva - Sportski podcast;;UCSCgxugLpe8NwS3Vw5zRhkQ;;https://www.youtube.com/channel/UCSCgxugLpe8NwS3Vw5zRhkQ;;5491;;OFENZIVA NA HNL - 23. KOLO - SIMULTANKA U DERBIJU;;sport-football
Hajdučka štorija;;UCnrWxCloh2lAaT_VJjnP7JA;;https://www.youtube.com/channel/UCnrWxCloh2lAaT_VJjnP7JA;;1187;;IZLET! DINAMO - HAJDUK 2:0 | REAKCIJA;;sport-football
