Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;5746;;Podcast Inkubator #542 - Ratko i Nikola Horvat;;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;277;;Nikola Horvat - "Na ovo morate paziti tijekom hodanja u prirodi";;sport-hiking
EduKamp;;UCDBfJ_K1NvybfbLtmDTq5Tw;;https://www.youtube.com/channel/UCDBfJ_K1NvybfbLtmDTq5Tw;;4575;;PODCAST Priče iz Prirode #1: Robert Nuli / Planinarenje u Hrvatskoj;;sport-hiking
Off Topic podcast | HRT;;UCL9ioGbtodKRv8lwad7g8mA;;https://www.youtube.com/channel/UCL9ioGbtodKRv8lwad7g8mA;;4211;;Off Topic #9 - Ivana Paradžiković "Nema gore stvari od zone komfora";;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;360;;Nikola Horvat o najboljim šatorima, ruksacima i vrećama za spavanje;;sport-hiking
IBU Official;;UC5Ir3WnH5RRJ8q7hJHknE3A;;https://www.youtube.com/channel/UC5Ir3WnH5RRJ8q7hJHknE3A;;3904;;IBU specijal - Tomislav Cvitanušić: Mont Everest je trijumf istrajnosti i volje ;;sport-hiking
Al Jazeera Balkans;;UC_yXEx3-Gk5drg9qhPzSQSg;;https://www.youtube.com/channel/UC_yXEx3-Gk5drg9qhPzSQSg;;3248;;Svako ima svoj Everest | Fullscreen;;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;273;;Nikola Horvat - "Razotkrili su varalicu na trailu, završila je na psihijatriji";;sport-hiking
Human LAB Podcast;;UCSIFN6xiVjRUut98vZ3RrOA;;https://www.youtube.com/channel/UCSIFN6xiVjRUut98vZ3RrOA;;4595;;THRU HIKE od MEKSIKA do KANADE: Nikola Horvat | Human LAB Podcast #10;;sport-hiking
Bljesak.info;;UC7WVD1Fm6JY4gU5hNg2CkDw;;https://www.youtube.com/channel/UC7WVD1Fm6JY4gU5hNg2CkDw;;2190;;NE MOŽETE U STARKAMA IĆI U PLANINU, NOGE SU NAJVAŽNIJE- JOSIP DRMAĆ (BLJESAK-SRE;;sport-hiking
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;3494;;Zašto nas planine i planinarenje čini zdravijim: Zora na vrhu planine je nešto n;;sport-hiking
The Climbing Majority Podcast;;UC8JyC73pFEu-14UkB-fW0Lw;;https://www.youtube.com/channel/UC8JyC73pFEu-14UkB-fW0Lw;;5150;;81 | The Silent Alpinist Part I w/ Paul Ramsden;;sport-hiking
Atma;;UCKdfRYPC2lgfv5_4zHJ2Gdw;;https://www.youtube.com/channel/UCKdfRYPC2lgfv5_4zHJ2Gdw;;5334;;PAGANIZAM ČUVA TAJNE DREVNOG SVIJETA - IRENA DUMANČIĆ BARANJA / ATMA PODCAST;;sport-hiking
Hrvatska radiotelevizija;;UCweBO4bfRZgu33OMPYlehlg;;https://www.youtube.com/channel/UCweBO4bfRZgu33OMPYlehlg;;1900;;Razgovor s razlogom: Damir Karakaš;;sport-hiking
Podcast Besida;;UCL57E-CwLEXtcujXaIzzWKg;;https://www.youtube.com/channel/UCL57E-CwLEXtcujXaIzzWKg;;4189;;Stipe Božić: “Slijep sam se spuštao niz K2” | Podcast Besida #34 ;;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;555;;Mario Celinić objašnjava zašto i kako ljudi umiru na Mnt. Everestu;;sport-hiking
Ivica Kostelić;;UCOvHuRlZRlhIOHLSIronxrA;;https://www.youtube.com/channel/UCOvHuRlZRlhIOHLSIronxrA;;3227;;Prema Horizontu - Grenland 2017;;sport-hiking
Bljesak.info;;UC7WVD1Fm6JY4gU5hNg2CkDw;;https://www.youtube.com/channel/UC7WVD1Fm6JY4gU5hNg2CkDw;;3994;;SPORT CENTAR EP.45 // Stipe Božić: Prvi Hrvat koji se popeo na Mount Everest;;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;6572;;Podcast Inkubator #349 - Marko i Vedran Bađun  (video poziv iz Kolumbije);;sport-hiking
Robert Nuli;;UCf0RxEMsxAb-m_VaW4Crqkg;;https://www.youtube.com/channel/UCf0RxEMsxAb-m_VaW4Crqkg;;3097;;ŠETNJA IVANŠČICOM od Juranščine, preko vrha Mindžalovec, ruševina Belecgrada do ;;sport-hiking
Samo bez panike;;UC7qkcQ7f1r8Wmi49erDXoEg;;https://www.youtube.com/channel/UC7qkcQ7f1r8Wmi49erDXoEg;;5317;;BRAK U SEZONI RAZVODA 👀- SAMO BEZ PANIKE podcast;;sport-hiking
Domovinski rat - Borna Marinić;;UCpXfcdXulKYTBO3DNBFWMjQ;;https://www.youtube.com/channel/UCpXfcdXulKYTBO3DNBFWMjQ;;1270;;GDJE SI BIO '91? Q&A - Ivan Host #5 (pitanja i odgovori);;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;401;;Mario Celinić otkrio koliko točno košta uspon na Mnt. Everest!;;sport-hiking
U planinama;;UCUi56YT3V94eT_8j1JAxnAg;;https://www.youtube.com/channel/UCUi56YT3V94eT_8j1JAxnAg;;4134;;#7. Midhat Bećar: Challenge 2000 + na 78 vrhova u BiH;;sport-hiking
serb‧fun;;UCbI6g8MNZUF67nBLES2sRkg;;https://www.youtube.com/channel/UCbI6g8MNZUF67nBLES2sRkg;;44;;Baja Mali Knindža o Thompsonu;;sport-hiking
CENTAR ZA ODGOJ I OBRAZOVANJE ČAKOVEC;;UCvIcKYF3DHMmTEbhku0is6w;;https://www.youtube.com/channel/UCvIcKYF3DHMmTEbhku0is6w;;5723;;Pametni ljudi # 25 - Petar Babić o planinarenju, obiteljskim izletima, penjanju ;;sport-hiking
Planinar. ba;;UCnerfC3Awbi4fQjbnyVsGTQ;;https://www.youtube.com/channel/UCnerfC3Awbi4fQjbnyVsGTQ;;3396;;#8 PODCAST Planinar.ba / Vedad Herenda;;sport-hiking
Oslobođenje;;UCmAoNqGvyPtP9hOAypvFzrg;;https://www.youtube.com/channel/UCmAoNqGvyPtP9hOAypvFzrg;;870;;Korisni savjeti: Šta trebate znati prije odlaska na planinu?;;sport-hiking
Hrvatska radiotelevizija;;UCweBO4bfRZgu33OMPYlehlg;;https://www.youtube.com/channel/UCweBO4bfRZgu33OMPYlehlg;;530;;Highlander Velebit | Ultimativna planinarska avantura;;sport-hiking
Alpinistički Odsjek Željezničar;;UCsw0ooa4HeFGKATc0CRkdaQ;;https://www.youtube.com/channel/UCsw0ooa4HeFGKATc0CRkdaQ;;4379;;Predavanje: Povijest Alpinizma;;sport-hiking
Vitomir Maricic;;UCcPmD81cj2OKFDRrx0zrXKA;;https://www.youtube.com/channel/UCcPmD81cj2OKFDRrx0zrXKA;;543;;Dobro jutro Hrvatska - Himalaya 2017;;sport-hiking
Krug prijatelja Brune Gröninga (Hrvatska);;UCfCtf5jy9RkrHKqgG3Fjxlw;;https://www.youtube.com/channel/UCfCtf5jy9RkrHKqgG3Fjxlw;;484;;Uspjeh u životu i poslu - Kako to ide? - Audio podcast s Dieterom Häuslerom;;sport-hiking
Čuješ Podcast;;UCtNUrUgDlId2UecrM1bgATw;;https://www.youtube.com/channel/UCtNUrUgDlId2UecrM1bgATw;;3804;;Nepoznata Moslavina - Čuješ podcast;;sport-hiking
Invincible NGO;;UCw8uaiUJgCJFHfvLVgZwAww;;https://www.youtube.com/channel/UCw8uaiUJgCJFHfvLVgZwAww;;5750;;Manali Trekking Camp Podcast | The Trek Podcast by Invincible;;sport-hiking
Daniel Loncar TV;;UCtNd45bTNhjaXiZUPjkOoiA;;https://www.youtube.com/channel/UCtNd45bTNhjaXiZUPjkOoiA;;1084;;MISTERIJA BRAČKE SFINGE i ČAROBNE PLAŽE - Indiana Jones i Semir Osmanagić više n;;sport-hiking
Podcast Inkubator;;UCv3Ob6T4cg4Okj0iGTdeIbg;;https://www.youtube.com/channel/UCv3Ob6T4cg4Okj0iGTdeIbg;;470;;Mario Celinić - "Šerpa je donio COVID u kamp i sve nas zarazio!";;sport-hiking
Podcast Besida;;UCL57E-CwLEXtcujXaIzzWKg;;https://www.youtube.com/channel/UCL57E-CwLEXtcujXaIzzWKg;;3594;;Podcast Besida #15 / Karlo Kovačić: “Dobio sam borbu s karcinomom koju bi rijetk;;sport-hiking
Hrvatska radiotelevizija;;UCweBO4bfRZgu33OMPYlehlg;;https://www.youtube.com/channel/UCweBO4bfRZgu33OMPYlehlg;;200;;Šumska farma - Park prirode Papuk | Plodovi zemlje;;sport-hiking
Superhuman life;;UCfDgEkzamTLATUJ6q6swt8w;;https://www.youtube.com/channel/UCfDgEkzamTLATUJ6q6swt8w;;153;;Kakav je osjećaj stajati na vrhu Mt. Everesta? / Mario Celinić;;sport-hiking
Alpinistički Odsjek Željezničar;;UCsw0ooa4HeFGKATc0CRkdaQ;;https://www.youtube.com/channel/UCsw0ooa4HeFGKATc0CRkdaQ;;3462;;Predavanje: Prva pomoć;;sport-hiking
