PLNCweG78i4PwT0inU5nKfvszxjwp25t42;;HNK Rijeka - Football Manager 24
PLNCweG78i4Py82zEHPvhMlROSSUoPJwhX;;NK Ravnice - Football Manager 2023
PLNCweG78i4Px94Pi4_-tSGIB0xYPyIQ8_;;PES 23 - BECOME A LEGEND
PLNCweG78i4PzhH8jsFEBBtLX4F9yoUo7R;;PES 22 - MOGU LI SPASITI DRAGOVOLJAC?
PLNCweG78i4PykVlxXAoknUkNwi5QjlTgF;;DRAGOVOLJAC - FOOTBALL MANAGER
PLNCweG78i4PwlCmiZbtdUHwPTG6GfQ1UA;;HNK ORIJENT - FOOTBALL MANAGER
PLNCweG78i4PyzKOhJ0qUV68pTm95Qgqxu;;POSTAO SAM IZBORNIK BIH REPREZENTACIJE🇧🇦
PLNCweG78i4PwT2meboB9m45p9K8GZzQGt;;MOJA KOLEKCIJA DRESOVA👕
PLNCweG78i4PzM1MJZ1GCgwIM4CSixWgY2;;ŽIVOTNE PRIČE🔥
PLNCweG78i4PzAwV5DFSIGlX7U2PhhuPus;;PREGLED KOLA - VIJESTI
PLNCweG78i4PzutBeumgvS9uqRoTWTRYqZ;;MASTER LIGA - HNK RIJEKA (PES21)
PLNCweG78i4PzmdumI92mDWQhWdNu8Pn8K;;PONOVIO SAM KARIJERU - PES SIMULACIJA
PLNCweG78i4Pxovl-nozR4CqA8YGdacpSi;;ANALIZE
PLNCweG78i4PyGTh1waPF3tAfYx9UNbzw1;;PODCAST 🟢IZVAN TRAVNJAKA🟢
--STREAMS
9908;;Postao sam novi trener RIJEKE ⚽ | Football Manager 24 #1
6430;;SJEO SAM NA KLUPU HRVATSKOG TREĆELIGAŠA ⚽ | FIFA 23 karijera NK Dugo S
8222;;DANSKA 32-32 HRVATSKA🔴 SVJETSKO PRVENSTVO🏆PRATIMO UŽIVO, KOMENTIRAMO I
8896;;HRVATSKA 22-31 EGIPAT🔴 SVJETSKO PRVENSTVO🏆PRATIMO UŽIVO, KOMENTIRAMO I
8810;;MILAN 3-1 DINAMO ZAGREB🔴LIGA PRVAKA🏆KOMENTIRANJE I ANALIZA UŽIVO
11134;;DINAMO ZAGREB 4-1 BODØ/GLIMT 🔴MODRI SU U LIGI PRVAKA 🏆 KOMENTIRANJE I 
8442;;🟡VILLARREAL 4-2 HAJDUK⚪ PLAY-OFF KONFERENCIJSKE LIGE🏆KOMENTIRANJE I AN
8520;;BODØ/GLIMT 1-0 DINAMO ZAGREB 🔴 PLAY-OFF LIGE PRVAKA 🏆 KOMENTIRANJE I A
8647;;🔴GNK DINAMO 0-0 (4-1) HNK HAJDUK🔥SUPERKUP🏆BORBA ZA TROFEJ🔴KOMENTIRANJE
10502;;VODIM HAJDUK NA VRH EUROPSKOG NOGOMETA🔴 PES 2022 HNK HAJDUK KONFERENCI
8925;;GNK DINAMO 3-0 NK OSIJEK🔴VELIKI DERBI🔴KOMENTIRANJE I ANALIZA UŽIVO
9468;;HNK HAJDUK 1-0 GNK DINAMO🔴 VELIKI DERBI🔴KOMENTIRANJE I ANALIZA UŽIVO
9027;;HNK RIJEKA 1-2 GNK DINAMO🔴 DERBI KOLA🔴KOMENTIRANJE I ANALIZA UŽIVO
9394;;NK OSIJEK 0-0 HNK HAJDUK🔴 DERBI KOLA🔴KOMENTIRANJE I ANALIZA UŽIVO
11670;;ORIJENT U PRVOJ HNL🔴MOŽEMO LI IZBORITI OSTANAK?🔴DOVODIMO POJAČANJA🔴 FO
6821;;ŽDRIJEB SVJETSKOG PRVENSTVA🔴KOGA ĆE IZVUĆI HRVATSKA?🔴LIVE REAKCIJA
8904;;HNK HAJDUK 0-0 GNK DINAMO🔴 VELIKI DERBI NA PUNOM POLJUDU🔴 REAKCIJA I A
11332;;HNK RIJEKA 3-2 NK OSIJEK 🔴 POLUFINALE KUPA🔴TKO ĆE IGRATI PROTIV HAJDUK
8882;;HNK HAJDUK 2-1 HNK GORICA🔴 HAJDUK U FINALU KUPA🔴LIVE REAKCIJA I ANALIZ
8909;;NK OSIJEK 1-0 GNK DINAMO🔴BORBA ZA PRVO MJESTO🔴BOČKAJ PROTIV BIVŠEG KLU
9159;;HNK HAJDUK 1-3 HNK RIJEKA 🔴JADRANSKI DERBI 🔴BORBA ZA VRH🔴LIVE REAKCIJA
9828;;DINAMO 1-0 SEVILLA 🔴RAKITIĆ SE VRATIO NA MAKSIMIR🔴UEFA EUROPA LEAGUE🔴L
