PLH0r6klevnmjUD2ombgZwdahzvzKufbqx;;SHORTS
PLH0r6klevnmgwYUFGfX_cIQPmgUUhvU2P;;Finax Women
PLH0r6klevnmgGJ1EKM1tJQnUcIe0Ta2_X;;PEPP ukratko
PLH0r6klevnmggCtLLcuFp1ObEoXO9OhGV;;Money Fest
PLH0r6klevnmiqI3XbqAErPlwCupaw3uKQ;;Finax Upute
PLH0r6klevnmjSSJJBHroEfgoIzjea_adl;;Finax u gostima
PLH0r6klevnmjCUFN1ht6t7_-pPiDn1KKA;;Toni Milun & Ena powered by Finax
PLH0r6klevnmhirxdVJex04NHEXbd_bLeu;;Finax osnove
PLH0r6klevnmj7HzuWN1GCee1_ImKWvcaB;;Finax savjetuje
PLH0r6klevnmiD2cfTFTJfCUU58KXWHjzd;;Finax webinar
--STREAMS
4368;;Webinar | Božićni specijal feat. 4T (Tamara, Toni, Tetka, Toni)
4554;;Webinar | Isplati li se ulagati u Europsku mirovinu (PEPP)?
5546;;Webinar | Prvih godinu dana moje Europske mirovine
4672;;Webinar | Sve što vas zanima o europskoj mirovini (PEPP)
6260;;Zajedničko stvaranje bogatstva: upravljanje novcem u vezama
4499;;Webinar | 7 razloga zašto odabrati Europsku mirovinu
7677;;Webinar | Savjeti financijskih znalaca za 2024.
7463;;Webinar | S “Tetkom“ do F.I.R.E.
7237;;Webinar | Kako početi ulagati u ETF-ove
3852;;Paneuropska mirovina (PEPP)
5710;;Zašto i kako ulagati u ETF-ove u 2023.?
4638;;Webinar | Je li dobro ulaganje rezultat tempiranja tržIšta?
5682;;Investicijski znalci - Kako su investirali u 2022. godini i što očekuj
3574;;Webinar | Kako ne postati emotivan pri ulaganju i izbjeći loše odluke
4544;;Webinar | Obiteljski budžet u vrijeme inflacije. Kako naučiti djecu št
3473;;Webinar | Trebamo li investirati u obveznice?
6084;;Webinar | Sve što trebam znati o uvođenju eura
5184;;Webinar | 10 osnova za investicijske početnike
4298;;Webinar | Visoka inflacija – kako je preživjeti i profitirati iz nje
5946;;Webinar | Koliku mirovinu možete očekivati kad se umirovite?
5204;;Webinar | Dobar I loš dug
2842;;Finaxov aktualac | Pregled najvažnijih zbivanja koja utječu na vaš nov
6266;;Webinar | Kako s ušteđenih 400kn mjesečno možete promijeniti život?
3684;;Finaxov Aktualac | Pregled najvažnijih zbivanja koje utječu na vaš nov
5089;;Webinar | Kako nestabilnost tržIšta utječe na vaše investicije?
4663;;Porez na kapitalnu dobit 2022 - Kako ispuniti JOPPD obrazac
5110;;Webinar | Investirajte kao Toni Milun
7975;;Božićno izdanje | Savjeti financijskih gurua za 2022
5040;;Webinar | Naučite se boriti s inflacijom – Novac koji ne radi gubi vri
8115;;Webinar | Investiranje za početnike | Osnove koje morate znati
4380;;Webinar | Financijska sloboda - kako je postićI I njen utjecaj na vaš 
2930;;Webinar: 7 najvećih grešaka u investiranju
1927;;Webinar | Frtaljka s Finaxom #2 - Kako investirati ako nisam investito
1700;;Webinar | Frtaljka s Finaxom #1 - Sve što trebate znati prije početka 
4722;;Webinar | Rizična i špekulativna ulaganja - brza zarada ili brzi gubit
5389;;Webinar | Minimalizam u financijama I životu
5828;;Webinar | Jednokratna vs mjesečna investicija – koja donosi više prino
4453;;Webinar | Mirovinski fondovi – uložiti ili ne?
5767;;Webinar | Što su ETF-ovi i što ih čini izvrsnim investicijskim alatom?
4176;;Webinar | Prednosti i nedostaci ulaganja u nekretnine
